continent,location,population,infected_count,death_count,population_infection_rate,fatality_rate,population_death_rate
Africa,Algeria,43851043,122108,3253,0.278460879482388,2.66403511645429,0.00741829561499826
Africa,Angola,32866268,26652,596,0.081092261524795,2.23622992645955,0.00181340942026031
Africa,Benin,12123198,7821,99,0.0645126805649796,1.26582278481013,0.000816616209683287
Africa,Botswana,2351625,46934,712,1.99581140700579,1.51702390591043,0.0302769361611652
Africa,Burkina Faso,20903278,13310,157,0.0636742237270155,1.17956423741548,0.000751078371535795
Africa,Burundi,11890781,3995,6,0.0335974567187807,0.150187734668335,5.04592591521112E-05
Africa,Cameroon,26545864,72250,1107,0.272170459398119,1.53217993079585,0.00417014115645285
Africa,Cape Verde,555988,23882,217,4.295416447837,0.908634117745582,0.0390296193443024
Africa,Central African Republic,4829764,6411,88,0.13273940507238,1.37264077367025,0.00182203519675081
Africa,Chad,16425859,4817,170,0.0293257113676673,3.52916753165871,0.00103495348401566
Africa,Comoros,869595,3834,146,0.440894899349697,3.80803338549817,0.016789424962195
Africa,Congo,5518092,10678,144,0.193508915762912,1.34856714740588,0.00260959766527996
Africa,Cote d'Ivoire,26378275,46036,286,0.174522405274795,0.621252932487618,0.00108422556061759
Africa,Democratic Republic of Congo,89561404,29853,766,0.033332438602682,2.56590627407631,0.000855279133408851
Africa,Djibouti,988002,11100,143,1.1234795071265,1.28828828828829,0.0144736549116297
Africa,Egypt,102334403,227552,13339,0.222361193625178,5.86195682745043,0.0130347171713114
Africa,Equatorial Guinea,1402985,7694,112,0.548402156829902,1.4556797504549,0.00798297914803081
Africa,Eritrea,3546427,3671,10,0.103512633983443,0.272405339144647,0.000281973941660155
Africa,Eswatini,1160164,18458,671,1.5909819646188,3.63528009535161,0.057836650680421
Africa,Ethiopia,114963583,257442,3688,0.223933521626583,1.43255568244498,0.00320797238896077
Africa,Gabon,2225728,23075,139,1.03673943985968,0.602383531960997,0.00624514765505938
Africa,Gambia,2416664,5898,174,0.244055441716349,2.95015259409969,0.00720000794483635
Africa,Ghana,31072945,92562,779,0.297886151441391,0.841598064000346,0.00250700408345588
Africa,Guinea,13132792,22215,144,0.169156718540886,0.648210668467252,0.00109649189601115
Africa,Guinea-Bissau,1967998,3734,67,0.189735965178826,1.794322442421,0.00340447500454777
Africa,Kenya,53771300,159318,2724,0.296288168595515,1.70978797122736,0.00506589946681594
Africa,Lesotho,2142252,10731,316,0.500921460220366,2.94473953965148,0.0147508323017087
Africa,Liberia,5057677,2099,85,0.041501266292806,4.04954740352549,0.00168061345159052
Africa,Libya,6871287,177508,3029,2.58332973138802,1.70640196498186,0.0440819892983658
Africa,Madagascar,27691019,37014,643,0.13366788705031,1.73718052628735,0.00232205250373776
Africa,Malawi,19129955,34078,1148,0.178139467656876,3.36874229708316,0.00600105959475597
Africa,Mali,20250834,13858,484,0.0684317495269578,3.4925674700534,0.00239002502316695
Africa,Mauritania,4649660,18402,455,0.39577087356925,2.47255733072492,0.00978566174731056
Africa,Mauritius,1271767,1209,17,0.0950645833710106,1.40612076095947,0.0013367228430994
Africa,Morocco,36910558,511249,9023,1.38510233305061,1.76489342766441,0.0244455800424366
Africa,Mozambique,31255435,69917,814,0.223695494879531,1.16423759600669,0.00260434705196072
Africa,Namibia,2540916,48351,642,1.90289643577356,1.32779053173668,0.0252664787029559
Africa,Niger,24206636,5228,191,0.0215973834612955,3.65340474368783,0.000789039831887421
Africa,Nigeria,206139587,165110,2063,0.0800962116995024,1.24947005026952,0.00100077817658575
Africa,Rwanda,12952209,25116,335,0.193912868453559,1.33381111641981,0.00258643139560209
Africa,Saint Helena,6071,NULL,NULL,NULL,NULL,NULL
Africa,Sao Tome and Principe,219161,2302,35,1.05036936316224,1.52041702867072,0.0159699946614589
Africa,Senegal,16743930,40344,1107,0.240947017814814,2.74390243902439,0.00661135109857722
Africa,Seychelles,98340,5873,28,5.9721374822046,0.476758045292014,0.0284726459223104
Africa,Sierra Leone,7976985,4054,79,0.0508212062577528,1.94869264923532,0.00099034911059755
Africa,Somalia,15893219,13915,713,0.0875530627244235,5.12396694214876,0.00448618999083823
Africa,South Africa,59308690,1581210,54350,2.66606799104819,3.43724110017012,0.0916391847467884
Africa,South Sudan,11193729,10583,115,0.0945440076314158,1.08664839837475,0.00102736094468608
Africa,Sudan,43849269,33944,2349,0.0774106405285798,6.92022154136224,0.00535698782116527
Africa,Tanzania,59734213,509,21,0.000852107987092757,4.12573673870334,3.51557322769114E-05
Africa,Togo,8278737,12967,123,0.156630171969468,0.948561733631526,0.00148573387462363
Africa,Tunisia,11818618,309119,10722,2.61552577467179,3.46856712139985,0.0907212670720045
Africa,Uganda,45741000,41866,342,0.0915283880982051,0.816891988725935,0.00074768806978422
Africa,Zambia,18383956,91586,1251,0.498184395132364,1.36592929050292,0.00680484657382774
Africa,Zimbabwe,14862927,38257,1567,0.257398828642568,4.09598243458713,0.0105430108080326
Asia,Afghanistan,38928341,59745,2625,0.153474302950645,4.39367311072056,0.00674315918060829
Asia,Armenia,2963234,216064,4108,7.29149301067685,1.901288507109,0.138632318608655
Asia,Azerbaijan,10139175,319109,4517,3.14728762448621,1.41550379337468,0.0445499757130141
Asia,Bahrain,1701583,176934,646,10.3981997939566,0.365107893338759,0.03796464821287
Asia,Bangladesh,164689383,759132,11450,0.460947746704473,1.50830158654885,0.00695248217670474
Asia,Bhutan,771612,1074,1,0.139189126141118,0.0931098696461825,0.000129598813911655
Asia,Brunei,437483,224,3,0.051201989563023,1.33928571428571,0.00068574093164763
Asia,Cambodia,16718971,13402,93,0.0801604357110255,0.693926279659752,0.000556254329288567
Asia,China,1439323774,102494,4845,0.00712098291235478,4.72710597693523,0.00033661640886646
Asia,Georgia,3989175,310310,4110,7.77880138123798,1.32448196964326,0.103028821748858
Asia,Hong Kong,7496988,NULL,NULL,NULL,NULL,NULL
Asia,India,1380004385,19164969,211853,1.38876145672537,1.10541791118994,0.0153516178863446
Asia,Indonesia,273523621,1668368,45521,0.609953902299356,2.72847477295177,0.0166424383508728
Asia,Iran,83992953,2499077,71758,2.97534127654733,2.87138011353792,0.0854333577246653
Asia,Iraq,40222503,1065199,15465,2.64826631997516,1.4518413930167,0.0384486266307196
Asia,Israel,8655541,838481,6363,9.68721654718059,0.758872294065101,0.0735136024426434
Asia,Japan,126476458,593264,10199,0.469070694563569,1.71913347177648,0.00806395131653671
Asia,Jordan,10203140,711373,8836,6.97209878527591,1.24210505599735,0.0866007915210416
Asia,Kazakhstan,18776707,375539,3334,2.00002588313276,0.887790615621813,0.0177560421004599
Asia,Kuwait,4270563,273991,1563,6.41580512920662,0.570456693833009,0.0365993898228407
Asia,Kyrgyzstan,6524191,95275,1604,1.46033431577953,1.6835476252952,0.0245854236946772
Asia,Laos,7275556,757,NULL,0.0104047030907329,NULL,NULL
Asia,Lebanon,6825442,526578,7278,7.71492893793545,1.3821314221255,0.106630457045859
Asia,Macao,649342,NULL,NULL,NULL,NULL,NULL
Asia,Malaysia,32365998,408713,1506,1.26278509935025,0.368473721168644,0.00465303124593903
Asia,Maldives,540542,29835,73,5.51946009745774,0.24467906820848,0.0135049635365984
Asia,Mongolia,3278292,37285,115,1.13733004869609,0.308435027490948,0.0035079242483586
Asia,Myanmar,54409794,142817,3209,0.262483993231072,2.24693138771995,0.00589783523164965
Asia,Nepal,29136808,323187,3279,1.10920523620844,1.0145828885444,0.0112538065254094
Asia,Northern Cyprus,NULL,NULL,NULL,NULL,NULL,NULL
Asia,Oman,5106622,193253,2010,3.78436077704596,1.04008734663886,0.0393606575932192
Asia,Pakistan,220892331,825519,17957,0.373720081753314,2.17523763838264,0.00812929988049246
Asia,Palestine,5101416,296462,3249,5.81136688323399,1.09592460416512,0.063688199511665
Asia,Philippines,109581085,1037460,17234,0.946750983529685,1.66117247893895,0.0157271667824789
Asia,Qatar,2881060,205652,458,7.13806723914115,0.222706319413378,0.0158969268255434
Asia,Saudi Arabia,34813867,417363,6957,1.19884125483676,1.66689428626879,0.019983416378307
Asia,Singapore,5850343,61145,30,1.04515239533819,0.049063701038515,0.000512790446645607
Asia,South Korea,51269183,122634,1831,0.239196321891847,1.49306065202146,0.00357134616324976
Asia,Sri Lanka,21413250,108146,678,0.505042438676987,0.626930260943539,0.00316626387867325
Asia,Syria,17500657,22733,1592,0.129897980401536,7.00303523512075,0.0090968013372298
Asia,Taiwan,23816775,1128,12,0.00473615760320195,1.06382978723404,5.03846553532122E-05
Asia,Tajikistan,9537642,13308,90,0.139531343281704,0.676284941388638,0.000943629463131453
Asia,Thailand,69799978,65153,203,0.093342436297043,0.311574294353291,0.000290831037224682
Asia,Timor,1318442,2276,3,0.172627995770766,0.131810193321617,0.000227541294952679
Asia,Turkey,84339067,4820591,40131,5.71572720860192,0.832491285819519,0.0475829309328262
Asia,United Arab Emirates,9890400,520236,1587,5.26000970638195,0.305053860171153,0.0160458626546955
Asia,Uzbekistan,33469199,90808,649,0.271318115500762,0.714694740551493,0.00193909630164737
Asia,Vietnam,97338583,2928,35,0.00300805693873723,1.19535519125683,3.59569647731568E-05
Asia,Yemen,29825968,6317,1226,0.0211795305352705,19.4079468101947,0.00411051202093424
Europe,Albania,2877800,131085,2394,4.55504204600737,1.8262959148644,0.0831885468065884
Europe,Andorra,77265,13232,125,17.1254772536077,0.944679564691657,0.16178088397075
Europe,Austria,9006400,618870,10205,6.87144697104281,1.64897312844378,0.11330831408776
Europe,Belarus,9449321,358738,2542,3.79644209356418,0.708595130708205,0.0269014038151524
Europe,Belgium,11589616,990229,24230,8.54410534395618,2.44690874535082,0.209066460873251
Europe,Bosnia and Herzegovina,3280815,198461,8551,6.04913718085293,4.30865510100221,0.260636457709441
Europe,Bulgaria,6948445,404380,16399,5.81971937606184,4.05534398338197,0.236009639566838
Europe,Croatia,4105268,332183,7081,8.09162763551612,2.13165634605022,0.172485693991233
Europe,Cyprus,875899,65233,308,7.44754817621666,0.472153664556283,0.0351638716336016
Europe,Czechia,10708982,1630758,29267,15.2279460363273,1.794686887938,0.27329395081624
Europe,Denmark,5792203,251249,2484,4.33771053949594,0.988660651385677,0.0428852372750057
Europe,Estonia,1326539,122019,1161,9.19829722307448,0.951491161212598,0.0875209850596175
Europe,Faeroe Islands,48865,NULL,NULL,NULL,NULL,NULL
Europe,Finland,5540718,86808,914,1.56672835542253,1.05289835038245,0.0164960570092179
Europe,France,68147687,5677835,104675,8.33166208561121,1.84357241800792,0.153600224171952
Europe,Germany,83783945,3405365,83097,4.06446008241794,2.44017895291694,0.0991800994808731
Europe,Gibraltar,33691,NULL,NULL,NULL,NULL,NULL
Europe,Greece,10423056,345033,10381,3.3102863497999,3.00869771876893,0.099596509891149
Europe,Guernsey,67052,NULL,NULL,NULL,NULL,NULL
Europe,Hungary,9660350,779348,27540,8.06749237864052,3.53372306081494,0.285082838613508
Europe,Iceland,341250,6472,29,1.89655677655678,0.448084054388133,0.0084981684981685
Europe,Ireland,4937796,248870,4903,5.04010291231148,1.97010487403062,0.0992953131316077
Europe,Isle of Man,85032,NULL,NULL,NULL,NULL,NULL
Europe,Italy,60461828,4022653,120807,6.65321101439407,3.00316731271626,0.199807058430321
Europe,Jersey,101073,NULL,NULL,NULL,NULL,NULL
Europe,Kosovo,1932774,103638,2134,5.36213752875401,2.05909029506552,0.11041125346264
Europe,Latvia,1886202,118558,2131,6.28554099719966,1.797432480305,0.112978355446553
Europe,Liechtenstein,38137,2926,57,7.67233919815402,1.94805194805195,0.149461153210793
Europe,Lithuania,2722291,247269,3923,9.0831215325621,1.5865312675669,0.1441065631852
Europe,Luxembourg,625976,67205,796,10.7360346083556,1.18443568186891,0.127161424719159
Europe,Malta,441539,30292,413,6.86054912476588,1.36339627624455,0.0935364712969862
Europe,Moldova,4033963,250837,5812,6.21812842606638,2.31704254157082,0.144076680921466
Europe,Monaco,39244,2454,32,6.25318520028539,1.3039934800326,0.081541127306085
Europe,Montenegro,628062,97389,1495,15.5062716738156,1.53508096396924,0.238033824686098
Europe,Netherlands,17134873,1522973,17398,8.88814874787808,1.14237087591179,0.101535622703477
Europe,North Macedonia,2083380,152367,4855,7.3134521786712,3.18638550342266,0.233034780020928
Europe,Norway,5421242,112970,756,2.08383982858541,0.669204213508011,0.0139451439356516
Europe,Poland,37846605,2792142,67502,7.37752303013705,2.41757045307868,0.178356816945668
Europe,Portugal,10196707,836493,16974,8.20356022782649,2.02918613783977,0.166465506952392
Europe,Romania,19237682,1055265,28109,5.4854061939479,2.66369111076365,0.146114277177469
Europe,Russia,145934460,4750755,108290,3.25540314467193,2.27942716473487,0.0742045436012851
Europe,San Marino,33938,5066,90,14.9272202251164,1.77654954599289,0.265189463138665
Europe,Serbia,6804596,689557,6362,10.1336949320724,0.922621335147058,0.093495631482016
Europe,Slovakia,5459643,382211,11684,7.00065920061074,3.05695021859653,0.214006666736268
Europe,Slovenia,2078932,240292,4250,11.5584348117206,1.76868143758427,0.204431890990182
Europe,Spain,46754783,3524077,78216,7.53736147165949,2.2194747731108,0.167289836421656
Europe,Sweden,10099270,973604,14048,9.64034034143062,1.44288643021187,0.139099162612743
Europe,Switzerland,8654618,659974,10632,7.62568607880787,1.61097255346423,0.122847709742937
Europe,Ukraine,43733759,2124070,45923,4.85682010549333,2.16202855838084,0.105005837709949
Europe,United Kingdom,67886004,4432246,127775,6.52895403889143,2.88284991401651,0.188219945896359
Europe,Vatican,809,27,NULL,3.33745364647713,NULL,NULL
North America,Anguilla,15002,NULL,NULL,NULL,NULL,NULL
North America,Antigua and Barbuda,97928,1232,32,1.25806715137652,2.5974025974026,0.0326770688669226
North America,Aruba,106766,NULL,NULL,NULL,NULL,NULL
North America,Bahamas,393248,10453,199,2.65811904955651,1.90375968621448,0.0506041988770445
North America,Barbados,287371,3855,44,1.34147147763692,1.14137483787289,0.0153112179029895
North America,Belize,397621,12668,323,3.18594842827718,2.54973160719924,0.0812331340648507
North America,Bermuda,62273,NULL,NULL,NULL,NULL,NULL
North America,Canada,37742157,1228367,24220,3.25462850467185,1.97172343444589,0.0641722729307708
North America,Cayman Islands,65720,NULL,NULL,NULL,NULL,NULL
North America,Costa Rica,5094114,250991,3231,4.92707858520638,1.28729715408122,0.063426142406707
North America,Cuba,11326616,106707,644,0.942090735661913,0.6035217933219,0.00568572290258626
North America,Curacao,164100,NULL,NULL,NULL,NULL,NULL
North America,Dominica,71991,174,NULL,0.241696878776514,NULL,NULL
North America,Dominican Republic,10847904,266561,3480,2.45725810257908,1.30551731123458,0.0320799299108842
North America,El Salvador,6486201,69198,2124,1.06684945471163,3.06945287436053,0.0327464412527456
North America,Greenland,56772,NULL,NULL,NULL,NULL,NULL
North America,Grenada,112519,160,1,0.14219820652512,0.625,0.000888738790782001
North America,Guatemala,17915567,227671,7524,1.27079985802291,3.30476872328931,0.0419969962435462
North America,Haiti,11402533,13056,254,0.114500874498675,1.94546568627451,0.00222757522385596
North America,Honduras,9904608,212333,5281,2.14377994565762,2.4871310630001,0.0533186169508172
North America,Jamaica,2961161,45578,778,1.53919357981548,1.70696388608539,0.0262734785443953
North America,Mexico,128932753,2344755,216907,1.81858755470769,9.2507319528053,0.168232660013085
North America,Montserrat,4999,NULL,NULL,NULL,NULL,NULL
North America,Nicaragua,6624554,6898,182,0.104127764676686,2.63844592635547,0.00274735476531703
North America,Panama,4314768,364576,6232,8.44949253354989,1.70938295444571,0.144434185105665
North America,Saint Kitts and Nevis,53192,44,NULL,0.0827192058956234,NULL,NULL
North America,Saint Lucia,183629,4552,74,2.4789112830762,1.62565905096661,0.0402986456387608
North America,Saint Vincent and the Grenadines,110947,1864,11,1.68008148034647,0.590128755364807,0.00991464392908326
North America,Trinidad and Tobago,1399491,10824,169,0.773424052030345,1.56134515890613,0.0120758189941915
North America,Turks and Caicos Islands,38718,NULL,NULL,NULL,NULL,NULL
North America,United States,331002647,32346971,576232,9.77242064169958,1.78140945561796,0.174086825353998
Oceania,Australia,25499881,29811,910,0.116906427916271,3.05256448961793,0.00356864410465288
Oceania,Fiji,896444,117,2,0.0130515681961171,1.70940170940171,0.000223103729848156
Oceania,Marshall Islands,59194,4,NULL,0.0067574416325979,NULL,NULL
Oceania,Micronesia (country),115021,1,NULL,0.000869406456212344,NULL,NULL
Oceania,Nauru,10834,NULL,NULL,NULL,NULL,NULL
Oceania,New Zealand,4822233,2613,26,0.0541865148365913,0.995024875621891,0.000539169301856629
Oceania,Papua New Guinea,8947027,10997,107,0.12291233724901,0.972992634354824,0.00119592798814623
Oceania,Samoa,198410,3,NULL,0.00151202056347966,NULL,NULL
Oceania,Solomon Islands,686878,20,NULL,0.00291172522631384,NULL,NULL
Oceania,Tonga,105697,NULL,NULL,NULL,NULL,NULL
Oceania,Vanuatu,307150,4,1,0.00130229529545825,25,0.000325573823864561
South America,Argentina,45195777,2977363,63865,6.58770176691508,2.14501893118172,0.141307450030121
South America,Bolivia,11673029,303732,12951,2.60199816174534,4.26395638260045,0.110948066692887
South America,Brazil,212559409,14659011,403781,6.89643007052207,2.75449005393338,0.189961480369001
South America,Chile,19116209,1198245,26353,6.26821458166732,2.19929980930444,0.137856831341402
South America,Colombia,50882884,2859724,73720,5.62020816272914,2.577871151202,0.144881724864495
South America,Ecuador,17643060,381862,18631,2.16437511406751,4.87898769712619,0.105599595535015
South America,Falkland Islands,3483,NULL,NULL,NULL,NULL,NULL
South America,Guyana,786559,13283,296,1.68874807865653,2.22841225626741,0.0376322691622625
South America,Paraguay,7132530,279077,6385,3.91273503230971,2.28789903861658,0.0895194271878282
South America,Peru,32971846,1799445,61477,5.4575197275882,3.4164422919289,0.186453012063686
South America,Suriname,586634,10363,204,1.76651881752507,1.96854192801312,0.0347746635892226
South America,Uruguay,3473727,198428,2616,5.71225084757668,1.31836232789727,0.0753081632494436
South America,Venezuela,28435943,197683,2136,0.695187073627205,1.08051779869792,0.00751162006478913
